Species,Family,other_names,repro_all,Arboreal,Insular,elev,temp,prec,mountain,topo.complex,female.svl,rates,AndesRegion,AndesMount,herbivory
Callisaurus_draconoides,Phrynosomatidae,,Oviparous,no,no,501,20.5,170,no,2.641753912,67.9,0.042265332,0,no,no
Cophosaurus_texanus,Phrynosomatidae,,Oviparous,no,no,976.5,18.3,368,yes,4.70931983,55.9,0.042265332,0,no,no
Holbrookia_elegans,Phrynosomatidae,,Oviparous,no,no,916,19.3,436,yes,3.229882002,54,0.071884859,0,no,no
Holbrookia_lacerata,Phrynosomatidae,,Oviparous,no,no,566,18.5,575,no,0.750934124,,0.050376988,0,no,no
Holbrookia_maculata,Phrynosomatidae,,Oviparous,no,no,1330,15,364,yes,1.502037287,54.2,0.094705052,0,no,no
Holbrookia_propinqua,Phrynosomatidae,,Oviparous,no,no,7,22.3,746,no,0.318653852,51.7,0.096606589,0,no,no
Petrosaurus_mearnsi,Phrynosomatidae,,Oviparous,no,no,598,17.9,253,no,12.78931427,76,0.036530084,0,no,no
Petrosaurus_repens,Phrynosomatidae,,Oviparous,no,no,351.5,21.5,144,no,9.68605423,,0.069605986,0,no,no
Petrosaurus_thalassinus,Phrynosomatidae,,Oviparous,no,no,362.5,21.8,392.5,no,11.21493435,94.6,0.068510914,0,no,no
Phrynosoma_asio,Phrynosomatidae,,Oviparous,no,no,315,26.25,848,no,6.073572159,101.5,0.033479351,0,no,no
Phrynosoma_blainvillii,Phrynosomatidae,,Oviparous,no,no,509,15.1,416,no,10.15026569,78.2,0.123584936,0,no,no
Phrynosoma_braconnieri,Phrynosomatidae,,Viviparous,no,no,2035.5,16.6,748,yes,10.35421181,66.2,0.058677282,0,no,no
Phrynosoma_cerroense,Phrynosomatidae,,Oviparous,no,no,73,19.2,141,no,2.175443649,72.3,0.220100076,0,no,
Phrynosoma_cornutum,Phrynosomatidae,,Oviparous,no,no,806,16.7,474,yes,1.407722294,79.5,0.033479351,0,no,no
Phrynosoma_coronatum,Phrynosomatidae,,Oviparous,no,no,358.5,16.4,356,no,4.292983294,81.4,0.081615158,0,no,no
Phrynosoma_ditmarsi,Phrynosomatidae,,Viviparous,no,no,1344,17.7,507,yes,6.56145525,71.3,0.112996455,0,no,no
Phrynosoma_douglasii,Phrynosomatidae,,Viviparous,no,no,1533.5,8.1,385.5,yes,4.033020735,71.5,0.086296528,0,no,no
Phrynosoma_goodei,Phrynosomatidae,,Oviparous,no,no,107,22.2,103,no,1.028285354,,0.102048695,0,no,no
Phrynosoma_hernandesi,Phrynosomatidae,,Viviparous,no,no,2051,8.5,434.5,yes,7.077539444,76.9,0.112996455,0,no,no
Phrynosoma_mcallii,Phrynosomatidae,,Oviparous,no,no,61.5,22.3,98,no,1.147203565,69,0.060755106,0,no,no
Phrynosoma_modestum,Phrynosomatidae,,Oviparous,no,no,1352,16.3,304,yes,2.608477116,58.2,0.051083871,0,no,no
Phrynosoma_orbiculare,Phrynosomatidae,,Viviparous,no,no,2476,14.1,776,yes,7.833436012,71.6,0.063654073,0,no,no
Phrynosoma_platyrhinos,Phrynosomatidae,,Oviparous,no,no,930.5,16.7,167,yes,3.210381746,79.9,0.102048695,0,no,no
Phrynosoma_sherbrookei,Phrynosomatidae,,Viviparous,no,no,1574.5,22.25,905,yes,27.23789883,52.4,0.099588764,0,no,no
Phrynosoma_solare,Phrynosomatidae,,Oviparous,no,no,734.5,20.2,344,yes,2.31706214,96.2,0.05237654,0,no,no
Phrynosoma_taurus,Phrynosomatidae,,Viviparous,no,no,1362,21.7,559,yes,10.06607819,70,0.099588764,0,no,no
Sceloporus_adleri,Phrynosomatidae,,Viviparous,no,no,2444.5,16.7,1658.5,yes,23.47290707,61.8,0.196867787,0,no,no
Sceloporus_aeneus,Phrynosomatidae,,Oviparous,no,no,2797,12.4,1048,yes,12.20153809,48.7,0.090110886,0,no,no
Sceloporus_angustus,Phrynosomatidae,,Oviparous,no,yes,,,,,,63.8,0.056938521,0,,no
Sceloporus_arenicolus,Phrynosomatidae,,Oviparous,no,no,1201,15,368,yes,0.663725197,53.9,0.083845614,0,no,no
Sceloporus_aureolus,Phrynosomatidae,,Viviparous,no,no,2163,15.4,778,yes,12.5712204,,0.102654185,0,no,
Sceloporus_bicanthalis,Phrynosomatidae,,Viviparous,no,no,2624.5,12.2,1000.5,yes,10.36973,49.5,0.088438744,0,no,no
Sceloporus_bulleri,Phrynosomatidae,,Viviparous,no,no,1531,19.2,1220,yes,17.8933754,86.7,0.10880936,0,no,
Sceloporus_caeruleus,Phrynosomatidae,,,no,no,,,,,,,0.130162258,0,,
Sceloporus_carinatus,Phrynosomatidae,,Oviparous,no,no,830.5,23.3,1045.5,yes,6.597544193,,0.046605796,0,no,
Sceloporus_cautus,Phrynosomatidae,,Oviparous,no,no,1884.5,18.1,404.5,yes,2.073213935,77,0.191497003,0,no,no
Sceloporus_chaneyi,Phrynosomatidae,,Oviparous,no,no,2447,14.9,707.5,yes,19.10128689,,0.131923741,0,no,
Sceloporus_chrysostictus,Phrynosomatidae,,Oviparous,no,no,13,25.7,1138,no,0.424073994,51.3,0.051588723,0,no,no
Sceloporus_clarkii,Phrynosomatidae,,Oviparous,yes,no,1201,16.6,438,yes,5.562664986,92.3,0.055568075,0,no,no
Sceloporus_consobrinus,Phrynosomatidae,,Oviparous,no,no,404,15.1,798.5,no,3.40863955,60.6,0.241635442,0,no,no
Sceloporus_couchii,Phrynosomatidae,,Oviparous,no,no,735,20.9,445,yes,20.21826935,50,0.044206308,0,no,no
Sceloporus_cowlesi,Phrynosomatidae,,Oviparous,no,no,1600,13.5,338,yes,3.579580307,62.2,0.243436202,0,no,no
Sceloporus_cozumelae,Phrynosomatidae,,Oviparous,no,no,3,25.7,709.5,no,0.720944822,45.5,0.114337989,0,no,no
Sceloporus_cryptus,Phrynosomatidae,,Viviparous,yes,no,2769,12.5,1790,yes,30.03576469,67.1,0.172799542,0,no,
Sceloporus_cyanogenys,Phrynosomatidae,,Viviparous,no,no,199.5,22.7,560,no,1.372909188,106.3,0.298632733,0,no,no
Sceloporus_dugesii,Phrynosomatidae,,Viviparous,no,no,1890.5,17.8,830,yes,5.363333941,61.5,0.089251624,0,no,no
Sceloporus_edwardtaylori,Phrynosomatidae,,Oviparous,yes,no,84,27.05,864.5,no,4.378746271,,0.092254688,0,no,
Sceloporus_formosus,Phrynosomatidae,,Viviparous,no,no,2201.5,15.55,1286.5,yes,20.08525753,69.7,0.113908349,0,no,
Sceloporus_gadoviae,Phrynosomatidae,,Oviparous,no,no,1167,23.5,800.5,yes,13.05963802,52.2,0.049603703,0,no,no
Sceloporus_goldmani,Phrynosomatidae,,Oviparous,no,no,2063,17.4,427,yes,3.201385021,,0.23358199,0,no,no
Sceloporus_graciosus,Phrynosomatidae,,Oviparous,no,no,1862,8.3,519,yes,11.87048244,55,0.078447231,0,no,no
Sceloporus_grammicus,Phrynosomatidae,,Viviparous,yes,no,2342,15,846.5,yes,8.650731564,49.7,0.074633876,0,no,no
Sceloporus_grandaevus,Phrynosomatidae,,Oviparous,no,yes,217.5,22.35,303.5,no,23.91046333,58.5,0.059166851,0,no,no
Sceloporus_heterolepis,Phrynosomatidae,,Viviparous,yes,no,1934,16.5,1068,yes,15.59252357,55.2,0.103171094,0,no,
Sceloporus_horridus,Phrynosomatidae,,Oviparous,yes,no,1342,22.1,894,yes,7.573882103,84.1,0.139813883,0,no,no
Sceloporus_hunsakeri,Phrynosomatidae,,Oviparous,no,no,357,21.9,381,no,10.49245358,64.1,0.07390668,0,no,no
Sceloporus_insignis,Phrynosomatidae,,Viviparous,no,no,1927,17.55,1075,yes,13.86680651,77,0.078210601,0,no,
Sceloporus_jalapae,Phrynosomatidae,,Oviparous,no,no,1898,17.7,581,yes,8.935799599,47,0.052379551,0,no,no
Sceloporus_jarrovii,Phrynosomatidae,,Viviparous,no,no,1929,13.1,560,yes,17.00679874,73.4,0.088319511,0,no,no
Sceloporus_licki,Phrynosomatidae,,Oviparous,no,no,485,21.4,417,no,11.94091225,63.8,0.089530674,0,no,no
Sceloporus_lineatulus,Phrynosomatidae,,Oviparous,no,yes,187,16.2,290,no,8.931141853,,0.104992483,0,no,
Sceloporus_lundelli,Phrynosomatidae,,Viviparous,yes,no,13,25.7,1173,no,0.335707664,94.7,0.11054434,0,no,no
Sceloporus_macdougalli,Phrynosomatidae,,Viviparous,no,no,95,27.6,557,no,13.93721676,77.5,0.140053202,0,no,no
Sceloporus_maculosus,Phrynosomatidae,,Oviparous,no,no,1340,20.9,272.5,yes,9.026447773,,0.054655344,0,no,
Sceloporus_magister,Phrynosomatidae,,Oviparous,no,no,751.5,19.6,241,yes,2.731026888,93.3,0.063306557,0,no,no
Sceloporus_malachiticus,Phrynosomatidae,,Viviparous,no,no,1703,17.3,2480,yes,15.77111053,70.2,0.126389354,0,no,no
Sceloporus_megalepidurus,Phrynosomatidae,,Viviparous,no,no,2369,14.6,603,yes,6.164480686,46.4,0.072343588,0,no,no
Sceloporus_melanorhinus,Phrynosomatidae,,Oviparous,yes,no,346,25.6,1009,no,6.814278603,87.6,0.061991939,0,no,no
Sceloporus_merriami,Phrynosomatidae,,Oviparous,no,no,787.5,20,342,yes,5.801048279,47.7,0.035247734,0,no,no
Sceloporus_minor,Phrynosomatidae,,Viviparous,no,no,2038,17.3,545,yes,16.06023455,72,0.224298098,0,no,no
Sceloporus_mucronatus,Phrynosomatidae,,Viviparous,no,no,2429.5,14.2,903,yes,11.2010541,81.9,0.140366104,0,no,no
Sceloporus_nelsoni,Phrynosomatidae,,Oviparous,no,no,265,24.5,789,no,6.733000278,54.3,0.04825705,0,no,no
Sceloporus_occidentalis,Phrynosomatidae,,Oviparous,no,no,214,15.9,446,no,7.677143574,72.9,0.088605857,0,no,no
Sceloporus_ochoterenae,Phrynosomatidae,,Oviparous,no,no,1296,23.35,843.5,yes,15.10136271,45.3,0.051293957,0,no,
Sceloporus_olivaceus,Phrynosomatidae,,Oviparous,yes,no,206,19.2,825,no,2.084326506,90.9,0.058848435,0,no,no
Sceloporus_orcutti,Phrynosomatidae,,Oviparous,no,no,483,17.2,331,no,9.90950489,90.9,0.091845324,0,no,no
Sceloporus_ornatus,Phrynosomatidae,,Viviparous,no,no,1289,19.7,304,yes,3.933772802,62.4,0.224280515,0,no,
Sceloporus_palaciosi,Phrynosomatidae,,Viviparous,no,no,3031,11.7,1162,yes,14.13550663,46.6,0.105253998,0,no,
Sceloporus_parvus,Phrynosomatidae,,Oviparous,no,no,1839,17.7,516,yes,13.28151512,44.4,0.04198531,0,no,no
Sceloporus_poinsettii,Phrynosomatidae,,Viviparous,no,no,1534,16.4,402,yes,7.908842564,97.4,0.114316286,0,no,no
Sceloporus_pyrocephalus,Phrynosomatidae,,Oviparous,no,no,403.5,26.4,926.5,no,6.299085617,53.6,0.034268217,0,no,no
Sceloporus_samcolemani,Phrynosomatidae,,Oviparous,no,no,2264,15.2,512,yes,7.912017345,51,0.230849786,0,no,no
Sceloporus_scalaris,Phrynosomatidae,,Oviparous,no,no,2215,15.2,745,yes,7.170707703,55.2,0.140138912,0,no,no
Sceloporus_serrifer,Phrynosomatidae,,Viviparous,no,no,179,23.9,988,no,1.874395549,91.4,0.296773339,0,no,no
Sceloporus_siniferus,Phrynosomatidae,,Oviparous,no,no,96,26.9,980.5,no,5.440040112,49.1,0.068008907,0,no,no
Sceloporus_slevini,Phrynosomatidae,,Oviparous,no,no,2061,13.6,552,yes,7.159144878,48.5,0.141671601,0,no,no
Sceloporus_smaragdinus,Phrynosomatidae,,Viviparous,no,no,2356,14.8,1556,yes,23.98881149,62.2,0.203334551,0,no,
Sceloporus_smithi,Phrynosomatidae,,Oviparous,no,no,313,25.9,707,no,14.7867918,,0.118755329,0,no,
Sceloporus_spinosus,Phrynosomatidae,,Oviparous,no,no,1984,17.5,590,yes,5.115785122,82.3,0.138353549,0,no,no
Sceloporus_squamosus,Phrynosomatidae,,Oviparous,no,no,521,24.4,1842,no,7.688963413,49,0.072113439,0,no,no
Sceloporus_stejnegeri,Phrynosomatidae,,Viviparous,no,no,341,27.7,1335,no,19.94039917,83,0.209116649,0,no,no
Sceloporus_subpictus,Phrynosomatidae,,Viviparous,no,no,2468,15.4,1300,yes,13.2489357,66.5,0.174369253,0,no,
Sceloporus_taeniocnemis,Phrynosomatidae,,Viviparous,no,no,2148,15.1,1224.5,yes,13.6296463,68.7,0.207022009,0,no,
Sceloporus_teapensis,Phrynosomatidae,,Oviparous,no,no,220,24.8,2153,no,7.001431942,52,0.069292789,0,no,no
Sceloporus_torquatus,Phrynosomatidae,,Viviparous,no,no,2245,15.8,799,yes,6.238888741,91.4,0.113841595,0,no,no
Sceloporus_tristichus,Phrynosomatidae,,Oviparous,no,no,1799,10,350,yes,7.89311552,63.9,0.193729719,0,no,no
Sceloporus_undulatus,Phrynosomatidae,,Oviparous,no,no,214,14.4,1147,no,3.045113564,62.5,0.194203754,0,no,no
Sceloporus_utiformis,Phrynosomatidae,,Oviparous,no,no,780,23.5,1005,yes,9.474401951,61.8,0.040099293,0,no,no
Sceloporus_variabilis,Phrynosomatidae,,Oviparous,no,no,315,22.9,1106.5,no,3.608988762,54.2,0.08919045,0,no,no
Sceloporus_virgatus,Phrynosomatidae,,Oviparous,no,no,1802,13,516.5,yes,16.13293839,55,0.078064192,0,no,no
Sceloporus_woodi,Phrynosomatidae,,Oviparous,no,no,29,22.3,1254,no,1.032648325,55,0.110008895,0,no,no
Sceloporus_zosteromus,Phrynosomatidae,,Oviparous,no,no,88,21.1,194.5,no,2.853010893,67.7,0.109812087,0,no,no
Uma_exsul,Phrynosomatidae,,Oviparous,no,no,1101,21.3,175,yes,0.165035099,65.3,0.057786453,0,no,no
Uma_inornata,Phrynosomatidae,,Oviparous,no,no,197,21.8,132,no,1.887869596,67.1,0.203899428,0,no,no
Uma_notata,Phrynosomatidae,,Oviparous,no,no,63,22.5,66,no,1.359340549,79.5,0.203899428,0,no,no
Uma_paraphygas,Phrynosomatidae,,Oviparous,no,no,1123,18.9,307,yes,0.808082938,63,0.057786453,0,no,no
Uma_scoparia,Phrynosomatidae,,Oviparous,no,no,676,19.8,119,yes,3.098056197,86.7,0.059041591,0,no,no
Urosaurus_auriculatus,Phrynosomatidae,,Oviparous,no,yes,360,23.3,332,no,20.5120182,47.8,0.143339122,0,no,no
Urosaurus_bicarinatus,Phrynosomatidae,,Oviparous,yes,no,871.5,23.9,883,yes,7.212870121,44.6,0.044665231,0,no,no
Urosaurus_clarionensis,Phrynosomatidae,,Oviparous,no,yes,60,23.1,169,no,2.590209514,52,0.140285502,0,no,no
Urosaurus_gadovi,Phrynosomatidae,,Oviparous,yes,no,337,28.4,718,no,4.502044916,40.2,0.044494149,0,no,
Urosaurus_graciosus,Phrynosomatidae,,Oviparous,yes,no,205,21.8,109,no,1.743408799,50.9,0.055987563,0,no,no
Urosaurus_lahtelai,Phrynosomatidae,,Oviparous,no,no,557,18.1,115.5,no,3.753603816,40.7,0.054767408,0,no,yes
Urosaurus_nigricaudus,Phrynosomatidae,Urosaurus_nigricaudus,Oviparous,no,no,255,21.6,219,no,5.31682086,44.4,0.05436382,0,no,no
Urosaurus_ornatus,Phrynosomatidae,,Oviparous,no,no,1186.5,16.7,365,yes,5.520713806,46.2,0.080121245,0,no,no
Uta_palmeri,Phrynosomatidae,,Oviparous,no,yes,20,19.1,172,no,0.530052423,63.2,0.100670038,0,no,no
Uta_squamata,Phrynosomatidae,,Oviparous,no,yes,589,20.8,315,no,28.0556221,47.1,0.06918449,0,no,no
Uta_stansburiana,Phrynosomatidae,,Oviparous,no,no,682,16.7,271,yes,5.48570919,45.9,0.102356391,0,no,no
Amblyrhynchus_cristatus,Iguanidae,,Oviparous,no,yes,115,23,570,no,2.978417754,320,0.069677021,0,no,yes
Brachylophus_fasciatus,Iguanidae,,Oviparous,yes,yes,,,,,,161,0.075784208,0,,yes
Brachylophus_vitiensis,Iguanidae,,Oviparous,yes,yes,,,,,,204.5,0.077830007,0,,yes
Conolophus_marthae,Iguanidae,,Oviparous,no,yes,,,,,,,0.105597762,0,,
Conolophus_pallidus,Iguanidae,,Oviparous,no,yes,,,,,,333.8,0.196302324,0,,yes
Conolophus_subcristatus,Iguanidae,,Oviparous,no,yes,115,23.1,580,no,3.23900938,382.5,0.196302324,0,no,yes
Ctenosaura_acanthura,Iguanidae,,Oviparous,no,no,39,25,1206,no,1.857284069,,0.225757749,0,no,yes
Ctenosaura_bakeri,Iguanidae,,Oviparous,yes,yes,,,,,,192.6,0.55716288,0,,yes
Ctenosaura_flavidorsalis,Iguanidae,,Oviparous,no,no,660,23.3,1872,yes,7.585448742,128.7,0.471903267,0,no,
Ctenosaura_hemilopha,Iguanidae,,Oviparous,no,no,132,23.4,327,no,3.940477729,173,0.14446774,0,no,yes
Ctenosaura_melanosterna,Iguanidae,,Oviparous,no,no,340.5,24.85,1416,no,8.283478796,201.6,0.555804902,0,no,yes
Ctenosaura_oaxacana,Iguanidae,,Oviparous,yes,no,62,27,860,no,2.379939318,,0.504569842,0,no,yes
Ctenosaura_oedirhina,Iguanidae,,Oviparous,no,yes,0,26.4,2160,no,7.728283882,201.8,0.350366323,0,no,yes
Ctenosaura_palearis,Iguanidae,,Oviparous,yes,no,311,26.4,845,no,8.56443882,175,0.497829401,0,no,yes
Ctenosaura_pectinata,Iguanidae,,Oviparous,no,no,133,24.9,888,no,4.181051731,279.6,0.246904076,0,no,yes
Ctenosaura_quinquecarinata,Iguanidae,,Oviparous,no,no,135,27.1,858,no,5.033397675,127,0.520882177,0,no,no
Ctenosaura_similis,Iguanidae,,Oviparous,no,no,12,25.9,1280,no,1.394456267,305,0.143381099,1,no,yes
Cyclura_carinata,Iguanidae,,Oviparous,no,yes,27,25.6,1090.5,no,2.468304276,228.6,0.170369566,0,no,yes
Cyclura_collei,Iguanidae,,Oviparous,no,yes,317.5,24,2401,no,11.72598779,389,0.097461103,0,no,yes
Cyclura_cornuta,Iguanidae,,Oviparous,no,yes,40,26.5,884,no,2.494404316,471.5,0.099216643,0,no,yes
Cyclura_cychlura,Iguanidae,,Oviparous,no,yes,6.5,25.1,1071.5,no,0.73031354,336,0.269104469,0,no,yes
Cyclura_nubila,Iguanidae,,Oviparous,no,yes,46,25.7,1126,no,2.468364239,352.5,0.271593425,0,no,yes
Cyclura_pinguis,Iguanidae,,Oviparous,no,yes,,,,,,457,0.052915983,0,,yes
Cyclura_ricordi,Iguanidae,,Oviparous,no,yes,1,27.7,637,no,3.222012997,340,0.165223619,0,no,yes
Cyclura_rileyi,Iguanidae,,Oviparous,no,yes,6,25.6,1054,no,0.704475313,230,0.159564791,0,no,yes
Dipsosaurus_dorsalis,Iguanidae,,Oviparous,no,no,246,21.5,130,no,2.137669563,114,0.0259817,0,no,yes
Iguana_delicatissima,Iguanidae,,Oviparous,no,yes,65,25.4,2048,no,10.05129194,353,0.0812644,0,no,yes
Iguana_iguana,Iguanidae,,Oviparous,yes,no,15,25.4,1498,no,1.646815538,318.4,0.0812644,0,no,yes
Sauromalus_ater,Iguanidae,,Oviparous,no,no,602,19.5,165,yes,8.091283798,165,0.210012555,0,no,yes
Sauromalus_hispidus,Iguanidae,,Oviparous,no,yes,266,20.75,101.5,no,16.87145805,269,0.350178987,0,no,yes
Sauromalus_klauberi,Iguanidae,,,no,yes,,,,,,,0.126855507,0,,yes
Sauromalus_varius,Iguanidae,,Oviparous,no,yes,243,22.75,405,no,2.058033705,299.5,0.35243786,0,no,yes
Anolis_acutus,Dactyloidae,,Oviparous,no,yes,38,26.3,1090,no,3.190888882,43.1,0.041159229,0,no,no
Anolis_aeneus,Dactyloidae,,Oviparous,yes,yes,26,26.1,1760,no,2.018389463,46.5,0.079594126,0,no,no
Anolis_aequatorialis,Dactyloidae,,Oviparous,yes,no,1671,17.6,2345,yes,23.6355114,81.8,0.072556153,1,yes,no
Anolis_agassizi,Dactyloidae,,Oviparous,no,yes,,,,,,77.1,0.041873931,0,,no
Anolis_ahli,Dactyloidae,,,no,yes,538.5,22.1,1768.5,no,11.07339859,45.1,0.093340364,0,no,
Anolis_alayoni,Dactyloidae,,,yes,yes,396,23.3,1499,no,6.573327065,37.8,0.047703813,0,no,
Anolis_alfaroi,Dactyloidae,,,yes,yes,543,21.75,1512.5,no,15.36522055,30.5,0.063556742,0,no,
Anolis_aliniger,Dactyloidae,,Oviparous,yes,yes,1024,19.4,1228,yes,10.97254944,,0.053422105,0,no,no
Anolis_allisoni,Dactyloidae,,Oviparous,yes,no,20,25.4,1308,no,1.176894426,56.6,0.086672347,0,no,no
Anolis_allogus,Dactyloidae,,Oviparous,no,yes,142,24.6,1534,no,9.6448946,42.2,0.088659813,0,no,no
Anolis_altae,Dactyloidae,,,no,no,1544,18.4,2986,yes,16.53479958,45.6,0.158546756,0,no,
Anolis_altitudinalis,Dactyloidae,,Oviparous,no,yes,1081.5,20.75,1675.5,yes,39.08832932,48.2,0.088868252,0,no,
Anolis_alumina,Dactyloidae,,Oviparous,yes,yes,161,25.6,1148,no,10.49660158,,0.037433678,0,no,
Anolis_alutaceus,Dactyloidae,,Oviparous,no,yes,399,22.65,1543.5,no,11.41827011,33.6,0.064362858,0,no,no
Anolis_anatoloros,Dactyloidae,,,yes,no,1358.5,19.5,1422.5,yes,36.6127224,,0.082296386,0,no,
Anolis_angusticeps,Dactyloidae,,Oviparous,yes,yes,43,25.1,1341,no,1.70913887,38,0.062866431,0,no,no
Anolis_annectens,Dactyloidae,,,no,no,243,26.1,1010,no,9.054145813,,0.065984687,0,no,no
Anolis_anoriensis,Dactyloidae,,,yes,no,1663,19.6,3286,yes,14.74356174,78.4,0.071757408,1,yes,no
Anolis_aquaticus,Dactyloidae,,Oviparous,no,no,772,22.3,3373,yes,12.94004393,59.1,0.058186696,0,no,no
Anolis_argenteolus,Dactyloidae,,Oviparous,yes,yes,36,25.8,1174,no,11.19649887,46.6,0.035232912,0,no,no
Anolis_argillaceus,Dactyloidae,,Oviparous,yes,yes,73,25.55,1487,no,6.573327065,35.2,0.099017521,0,no,
Anolis_armouri,Dactyloidae,,Oviparous,no,yes,1758.5,14.65,1628.5,yes,11.03454208,44.4,0.073348474,0,no,no
Anolis_auratus,Dactyloidae,,Oviparous,no,no,136.5,27,1934,no,2.973599672,47.7,0.04537757,0,no,no
Anolis_bahorucoensis,Dactyloidae,,Oviparous,no,yes,933,20.3,1613,yes,14.03260517,37.3,0.04792152,0,no,no
Anolis_baleatus,Dactyloidae,,Oviparous,yes,yes,166,25.4,1503.5,no,6.240003586,139.5,0.119464407,0,no,
Anolis_baracoae,Dactyloidae,,Oviparous,yes,yes,46,25.6,1894,no,9.396420956,116.2,0.088528318,0,no,no
Anolis_barahonae,Dactyloidae,,Oviparous,yes,yes,515.5,22.8,1617,no,16.37659693,143.5,0.119855964,0,no,no
Anolis_barbatus,Dactyloidae,,Oviparous,yes,yes,228,23.6,1583,no,20.22022438,122.7,0.049861325,0,no,yes
Anolis_barbouri,Dactyloidae,,Oviparous,no,yes,909.5,20.3,1585.5,yes,17.36431313,45.5,0.023553249,0,no,no
Anolis_bartschi,Dactyloidae,,Oviparous,no,yes,132,24.3,1548.5,no,6.027338028,59.1,0.031467436,0,no,no
Anolis_benedikti,Dactyloidae,,,no,no,1956,15.6,2479,yes,16.84321213,42.5,0.093775342,0,no,
Anolis_bicaorum,Dactyloidae,,Oviparous,yes,yes,,,,,,61.4,0.113201088,0,,no
